what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1576896164825
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1576896179244
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1576896181617
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1576896186491
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1576896188733
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1576896188734
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1576896191651
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576896219736
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576896219849
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1576896317897
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576896320622
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576896388241
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1576896412770
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1576896446189
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1576896446189
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576896450037
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576896459390
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1576896463669
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1576896465556
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576896467020
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576896468267
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576896468378
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576896469675
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1576896472928
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1576896472972
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1576896492721
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576896493083
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576896501550
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1576896512214
