what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1576893064786
started,bundle,org.eclipse.pde.core,3.7.1.v20120103_r372,"org.eclipse.pde.core",1576893068066
started,bundle,org.eclipse.ant.ui,3.5.101.v20120110-1739,"org.eclipse.ant.ui",1576893068098
started,bundle,org.eclipse.wst.jsdt.debug.rhino.ui,1.0.1.v201201112313,"org.eclipse.wst.jsdt.debug.rhino.ui",1576893068120
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576893070893
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.rename.element",1576893070905
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1576893074103
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1576893082426
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576893086976
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576893097490
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1576893099173
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576893105242
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576893111262
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1576893114421
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576893130867
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576893162883
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1576893165536
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576893167461
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1576893172628
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576893172663
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1576893172697
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1576893173688
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576893175376
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576893182277
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576893188294
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576893277380
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576893278660
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.garbagecollector",1576893320017
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576893402042
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576893406219
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576893528491
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576893530847
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576893899178
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576893901054
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576894101978
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576894105501
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576894150605
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1576894156546
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576894162101
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1576894167520
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1576894167910
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1576894167982
